date,nowcast,actual,error,ci_lower,ci_upper,variation_explained,optimal_factors,midas_method,midas_alpha,gdp_train_mean,gdp_train_std,orig_gdp_mean,orig_gdp_std
2022-12-01,4.366382486598027,4.8440512,-0.4776687134019726,-4.057691663633914,12.790456636829969,0.9013906555318877,3,ridge,10.0,-2.481674996220938e-16,0.9999999999999999,6.474545873921569,5.629082937635303
2023-03-01,8.381021145613495,6.89695397,1.4840671756134949,0.07822983030254171,16.683812460924447,0.7848228098855219,5,ridge,10.0,-2.263146934812819e-16,0.9999999999999999,6.443190207115385,5.578207111595888
2023-06-01,6.488215432751579,9.65994425,-3.1717288172484217,-2.2179103321983584,15.194341197701515,0.6716617886021008,2,ridge,10.0,-9.341322264976996e-16,0.9999999999999999,6.451751787547171,5.524661737278862
2023-09-01,7.556562161058505,9.3428847,-1.786322538941496,0.14581591648406622,14.967308405632943,0.8088039619132306,5,ridge,10.0,-3.1250722174634037e-16,1.0,6.511162759074075,5.489681637047886
2023-12-01,9.067174574126458,9.51455474,-0.44738016587354146,1.7776407937034957,16.356708354549422,0.9529793901975552,5,ridge,10.0,-6.136505445200865e-16,1.0,6.562648612545456,5.452000809701543
2024-03-01,7.9619147268575645,8.35464058,-0.39272585314243535,-0.24494793697753448,16.168777390692664,0.9529930881667641,3,ridge,10.0,2.042017348864127e-16,1.0,6.615361221964286,5.416592420727974
2024-06-01,6.8517046358612195,6.51179977,0.3399048658612198,0.1852026185423794,13.518206653180059,0.9478017018540452,5,ridge,0.01,-1.4218645753971303e-16,1.0,6.645874894912281,5.372953199590816
2024-09-01,5.8574888722568055,5.61202503,0.24546384225680562,-2.273248752738123,13.988226497251734,0.9562610927526805,2,ridge,1.0,-4.838083956448419e-16,1.0,6.643563254827587,5.325642580396113
2024-12-01,4.939210181718128,6.36648556,-1.4272753782818723,-2.3275247922179627,12.205945155654218,0.775814244007824,2,ridge,1.0,2.465071461455856e-16,0.9999999999999999,6.626079556101695,5.2812399976988145
2025-03-01,3.890477267994182,7.38453036,-3.494053092005818,-2.8147558664125905,10.595710402400956,0.5268415292958701,5,ridge,1.0,4.9960036108132046e-17,0.9999999999999999,6.6217529895,5.236399702575991
